contact,month,duration,pdays,previous,poutcome,emp.var.rate,cons.price.idx,euribor3m,nr.employed,economic_index
0.0,0.0,181.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
1.0,5.0,149.0,999.0,0.0,0.0,-0.1,93.2,4.12,5195.8,1086.996
1.0,0.0,262.0,999.0,0.0,0.0,-1.8,92.893,1.264,5099.1,1066.6457000000003
1.0,2.0,107.0,999.0,0.0,0.0,1.4,93.918,4.96,5228.1,1094.067
1.0,3.0,99.0,999.0,0.0,0.0,1.4,93.444,4.97,5228.1,1093.833
1.0,1.0,91.0,999.0,0.0,0.0,-2.9,92.963,1.262,5076.2,1062.1001
1.0,2.0,511.0,999.0,0.0,0.0,1.4,93.918,4.96,5228.1,1094.067
1.0,2.0,126.0,999.0,0.0,0.0,1.4,93.918,4.961,5228.1,1094.0673000000002
1.0,3.0,107.0,999.0,0.0,0.0,-2.9,92.201,0.883,5076.2,1061.6054
1.0,3.0,40.0,999.0,0.0,0.0,1.4,93.444,4.964,5228.1,1093.8312
1.0,0.0,263.0,999.0,0.0,0.0,-1.8,92.893,1.244,5099.1,1066.6397000000002
0.0,0.0,114.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
0.0,0.0,644.5,999.0,0.0,0.0,1.1,93.994,4.855,5191.0,1086.6535000000001
1.0,4.0,238.0,4.0,1.0,2.0,-3.4,92.431,0.754,5017.5,1049.9417
1.0,2.0,22.0,999.0,0.0,0.0,1.4,93.918,4.963,5228.1,1094.0679
1.0,3.0,356.0,6.0,1.0,2.0,-1.7,94.027,0.904,4991.6,1045.6047
0.0,1.0,350.0,999.0,0.0,0.0,1.4,94.465,4.864,5228.1,1094.3117000000002
0.0,1.0,120.0,999.0,0.0,0.0,1.4,94.465,4.958,5228.1,1094.3399000000002
1.0,2.0,452.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
1.0,5.0,134.0,999.0,0.0,0.0,-0.1,93.2,4.12,5195.8,1086.996
1.0,2.0,532.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
1.0,3.0,155.0,999.0,0.0,0.0,1.4,93.444,4.964,5228.1,1093.8312
1.0,4.0,633.0,999.0,0.0,0.0,-3.4,92.431,0.731,5017.5,1049.9348
1.0,3.0,433.0,999.0,0.0,0.0,1.4,93.444,4.967,5228.1,1093.8321
0.0,0.0,86.0,999.0,0.0,0.0,1.1,93.994,4.86,5191.0,1086.655
1.0,3.0,170.0,999.0,0.0,0.0,1.4,93.444,4.964,5228.1,1093.8312
0.0,1.0,66.0,999.0,0.0,0.0,1.4,94.465,4.865,5228.1,1094.3120000000001
1.0,0.0,110.0,999.0,0.0,0.0,-1.8,92.893,1.281,5099.1,1066.6508000000001
0.0,5.0,114.0,999.0,0.0,0.0,-0.1,93.2,3.879,5195.8,1086.9237
0.0,1.0,190.0,999.0,0.0,0.0,1.4,94.465,4.866,5228.1,1094.3123
1.0,2.0,223.0,999.0,0.0,0.0,1.4,93.918,4.963,5228.1,1094.0679
0.0,0.0,399.0,999.0,0.0,0.0,1.1,93.994,4.86,5191.0,1086.655
0.0,0.0,116.0,999.0,0.0,0.0,1.1,93.994,4.855,5191.0,1086.6535000000001
1.0,8.0,145.0,999.0,0.0,0.0,-1.8,93.075,1.405,5099.1,1066.7790000000002
1.0,0.0,121.0,999.0,1.0,1.0,-1.8,92.893,1.344,5099.1,1066.6697000000001
0.0,1.0,64.0,999.0,0.0,0.0,1.4,94.465,4.958,5228.1,1094.3399000000002
0.0,2.0,644.5,999.0,0.0,0.0,1.4,93.918,4.96,5228.1,1094.067
0.0,1.0,61.0,999.0,0.0,0.0,1.4,94.465,4.959,5228.1,1094.3402
0.0,0.0,325.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
1.0,5.0,85.0,999.0,0.0,0.0,-0.1,93.2,4.021,5195.8,1086.9663
1.0,2.0,644.5,3.0,1.0,2.0,-1.7,94.215,0.797,4991.6,1045.6666000000002
1.0,3.0,365.0,999.0,0.0,0.0,1.4,93.444,4.968,5228.1,1093.8324000000002
1.0,5.0,100.0,999.0,0.0,0.0,-0.1,93.2,4.076,5195.8,1086.9828
0.0,1.0,209.0,999.0,0.0,0.0,1.4,94.465,4.962,5228.1,1094.3411
1.0,5.0,129.0,999.0,0.0,0.0,-0.1,93.2,4.076,5195.8,1086.9828
1.0,3.0,118.0,999.0,0.0,0.0,1.4,93.444,4.966,5228.1,1093.8318000000002
0.0,0.0,166.0,999.0,0.0,0.0,1.1,93.994,4.855,5191.0,1086.6535000000001
1.0,5.0,163.0,999.0,0.0,0.0,-0.1,93.2,4.12,5195.8,1086.996
0.0,0.0,20.0,999.0,0.0,0.0,1.1,93.994,4.855,5191.0,1086.6535000000001
0.0,0.0,247.0,999.0,0.0,0.0,1.1,93.994,4.856,5191.0,1086.6538
1.0,2.0,139.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
0.0,0.0,29.0,999.0,0.0,0.0,1.1,93.994,4.856,5191.0,1086.6538
1.0,2.0,364.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
0.0,1.0,72.0,999.0,0.0,0.0,1.4,94.465,4.865,5228.1,1094.3120000000001
1.0,2.0,279.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
1.0,2.0,644.5,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
0.0,0.0,65.0,999.0,0.0,0.0,1.1,93.994,4.864,5191.0,1086.6562000000001
1.0,3.0,65.0,999.0,0.0,0.0,1.4,93.444,4.963,5228.1,1093.8309000000002
0.0,0.0,143.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
0.0,1.0,131.0,999.0,0.0,0.0,1.4,94.465,4.866,5228.1,1094.3123
0.0,1.0,53.0,999.0,0.0,0.0,1.4,94.465,4.962,5228.1,1094.3411
1.0,2.0,71.0,999.0,0.0,0.0,1.4,93.918,4.957,5228.1,1094.0661
0.0,3.0,176.0,999.0,0.0,0.0,1.4,93.444,4.965,5228.1,1093.8315000000002
1.0,8.0,529.0,6.0,2.0,2.0,-1.8,93.749,0.643,5008.7,1048.8074
1.0,3.0,227.0,999.0,0.0,0.0,-2.9,92.201,0.879,5076.2,1061.6042
1.0,3.0,157.0,4.0,2.0,2.0,-2.9,92.201,0.884,5076.2,1061.6057
1.0,9.0,211.0,999.0,1.0,1.0,-1.1,94.199,0.886,4963.6,1040.0853000000002
1.0,5.0,38.0,999.0,0.0,0.0,-0.1,93.2,4.021,5195.8,1086.9663
0.0,0.0,259.0,999.0,0.0,0.0,-1.8,92.893,1.281,5099.1,1066.6508000000001
0.0,1.0,289.0,999.0,0.0,0.0,1.4,94.465,4.961,5228.1,1094.3408000000002
1.0,9.0,331.0,999.0,0.0,0.0,-3.4,92.379,0.809,5017.5,1049.9322
1.0,1.0,175.0,999.0,0.0,0.0,-2.9,92.963,1.268,5076.2,1062.1019000000001
1.0,2.0,644.5,999.0,0.0,0.0,1.4,93.918,4.957,5228.1,1094.0661
1.0,4.0,219.0,999.0,0.0,0.0,-3.4,92.431,0.724,5017.5,1049.9327
0.0,2.0,25.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
1.0,3.0,273.0,999.0,0.0,0.0,1.4,93.444,4.965,5228.1,1093.8315000000002
1.0,0.0,46.0,999.0,0.0,0.0,-1.8,92.893,1.327,5099.1,1066.6646
1.0,1.0,155.0,999.0,1.0,1.0,-2.9,92.963,1.26,5076.2,1062.0995
1.0,9.0,200.0,6.0,1.0,2.0,-1.1,94.199,0.876,4963.6,1040.0823
1.0,3.0,193.0,999.0,0.0,0.0,1.4,93.444,4.964,5228.1,1093.8312
1.0,2.0,103.0,999.0,0.0,0.0,1.4,93.918,4.961,5228.1,1094.0673000000002
1.0,3.0,644.5,999.0,0.0,0.0,1.4,93.444,4.965,5228.1,1093.8315000000002
1.0,2.0,70.0,999.0,0.0,0.0,1.4,93.918,4.968,5228.1,1094.0694
1.0,2.0,316.0,999.0,0.0,0.0,1.4,93.918,4.957,5228.1,1094.0661
1.0,2.0,173.0,999.0,1.0,1.0,-1.7,94.215,0.87,4991.6,1045.6885000000002
1.0,2.0,194.0,999.0,0.0,0.0,1.4,93.918,4.963,5228.1,1094.0679
0.0,0.0,90.0,999.0,0.0,0.0,1.1,93.994,4.855,5191.0,1086.6535000000001
1.0,8.0,293.0,999.0,0.0,0.0,-1.8,93.075,1.405,5099.1,1066.7790000000002
1.0,7.0,515.0,999.0,2.0,1.0,-1.8,93.369,0.635,5008.7,1048.615
1.0,7.0,136.0,999.0,0.0,0.0,-1.8,92.843,1.726,5099.1,1066.7593000000002
0.0,0.0,0.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
0.0,0.0,224.0,999.0,0.0,0.0,-1.8,92.893,1.327,5099.1,1066.6646
0.0,0.0,238.0,999.0,0.0,0.0,1.1,93.994,4.858,5191.0,1086.6544000000001
0.0,0.0,217.0,999.0,0.0,0.0,1.1,93.994,4.856,5191.0,1086.6538
1.0,1.0,450.0,999.0,1.0,1.0,-2.9,92.963,1.266,5076.2,1062.1013
1.0,4.0,316.0,999.0,2.0,1.0,-1.1,94.601,1.016,4963.6,1040.3253000000002
1.0,4.0,183.0,999.0,0.0,0.0,-3.4,92.431,0.731,5017.5,1049.9348
0.0,0.0,154.0,999.0,0.0,0.0,1.1,93.994,4.856,5191.0,1086.6538
1.0,2.0,419.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
1.0,2.0,211.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
1.0,1.0,644.5,4.0,1.0,2.0,-2.9,92.963,1.262,5076.2,1062.1001
1.0,2.0,53.0,999.0,0.0,0.0,1.4,93.918,4.961,5228.1,1094.0673000000002
1.0,2.0,361.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
1.0,5.0,104.0,999.0,1.0,1.0,-0.1,93.2,4.12,5195.8,1086.996
0.0,1.0,375.0,999.0,0.0,0.0,1.4,94.465,4.959,5228.1,1094.3402
0.0,1.0,272.0,999.0,0.0,0.0,1.4,94.465,4.864,5228.1,1094.3117000000002
1.0,2.0,65.0,999.0,0.0,0.0,1.4,93.918,4.96,5228.1,1094.067
1.0,2.0,35.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
1.0,7.0,82.0,999.0,0.0,0.0,-1.8,92.843,1.663,5099.1,1066.7404000000001
1.0,0.0,644.5,999.0,1.0,1.0,-1.8,92.893,1.244,5099.1,1066.6397000000002
1.0,3.0,102.0,999.0,0.0,0.0,1.4,93.444,4.965,5228.1,1093.8315000000002
1.0,0.0,342.0,999.0,0.0,0.0,-1.8,92.893,1.344,5099.1,1066.6697000000001
1.0,0.0,597.0,999.0,0.0,0.0,-1.8,92.893,1.327,5099.1,1066.6646
1.0,1.0,298.0,999.0,0.0,0.0,-2.9,92.963,1.252,5076.2,1062.0971
1.0,3.0,384.0,999.0,0.0,0.0,1.4,93.444,4.965,5228.1,1093.8315000000002
0.0,1.0,373.0,999.0,0.0,0.0,1.4,94.465,4.962,5228.1,1094.3411
0.0,0.0,81.0,999.0,0.0,0.0,1.1,93.994,4.856,5191.0,1086.6538
0.0,0.0,568.0,999.0,0.0,0.0,1.1,93.994,4.856,5191.0,1086.6538
0.0,1.0,25.0,999.0,0.0,0.0,1.4,94.465,4.866,5228.1,1094.3123
1.0,3.0,116.0,999.0,0.0,0.0,1.4,93.444,4.964,5228.1,1093.8312
1.0,0.0,104.0,999.0,1.0,1.0,-1.8,92.893,1.334,5099.1,1066.6667000000002
1.0,3.0,288.0,999.0,0.0,0.0,1.4,93.444,4.965,5228.1,1093.8315000000002
