age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,recent_contact,financial_risk,economic_index,demographic
32,3,2,0,0,0,0,1,8,3,657,4,999,0,0,-1.8,93.075,-47.1,1.41,5099.1,0,0,1066.7805,37
42,10,0,0,0,1,1,1,5,2,20,4,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0,2,1086.996,52
45,1,0,3,0,1,0,0,0,1,207,6,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,1,1086.6538,49
33,10,0,3,1,0,0,0,0,1,82,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,1,1086.6541,46
48,10,0,6,0,0,0,1,8,3,27,1,999,2,1,-1.8,93.075,-47.1,1.365,5099.1,0,0,1066.7670000000003,64
64,5,2,0,0,1,1,0,9,4,211,2,6,2,2,-1.1,94.199,-37.5,0.878,4963.6,2,2,1040.0829,71
51,1,0,1,0,1,0,1,3,4,179,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,1,1093.8309000000002,53
39,2,0,4,0,0,1,1,3,4,323,3,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,1,1093.8312,45
57,5,0,1,0,1,0,1,8,3,407,2,999,0,0,-1.8,93.749,-34.6,0.644,5008.7,0,1,1048.8077,63
39,4,0,1,0,0,0,1,2,2,188,3,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,0,1094.0679,44
37,2,0,6,0,1,0,1,3,3,54,5,999,0,0,1.4,93.444,-36.1,4.962,5228.1,0,1,1093.8306000000002,45
30,2,1,6,0,1,0,1,3,4,83,1,999,2,1,-2.9,92.201,-31.4,0.881,5076.2,0,1,1061.6048,39
29,4,1,6,0,1,0,1,1,2,101,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,0,1,1062.0995,40
57,2,1,1,0,1,0,0,0,0,26,5,12,1,2,-1.8,92.893,-46.2,1.244,5099.1,1,1,1066.6397000000002,61
47,3,0,0,1,1,0,1,0,0,115,1,999,1,1,-1.8,92.893,-46.2,1.299,5099.1,0,2,1066.6562000000001,50
41,7,0,3,0,1,0,1,8,0,272,1,999,0,0,-1.8,93.075,-47.1,1.466,5099.1,0,1,1066.7973000000002,51
72,5,0,4,0,0,0,1,7,4,87,1,3,1,2,-1.8,93.369,-34.8,0.653,5008.7,1,0,1048.6204,81
21,11,1,1,1,0,0,1,0,4,885,3,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,0,1,1066.6415000000002,34
38,0,0,1,1,0,0,0,0,3,384,4,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,1,1086.655,39
35,2,1,6,0,1,1,1,5,4,529,1,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0,2,1086.9663,44
33,4,1,4,0,0,0,1,5,1,125,2,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,0,0,1087.0059,42
36,3,1,1,1,0,0,0,0,0,90,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,1,1086.6541,41
35,10,0,1,0,0,0,1,9,1,91,2,999,0,0,-3.4,92.379,-29.8,0.819,5017.5,0,0,1049.9352,46
28,1,0,1,0,1,1,0,1,1,12,1,999,0,0,-1.7,94.055,-39.8,0.702,4991.6,0,2,1045.5581000000002,30
35,1,0,1,0,0,0,0,0,1,159,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1086.6538,37
33,6,0,6,0,0,0,0,0,3,178,2,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1086.6535000000001,45
36,6,0,6,0,0,0,0,1,0,221,7,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1094.3120000000001,48
43,2,0,1,0,0,0,1,2,0,507,1,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0,0,1094.067,46
35,4,0,4,0,0,0,1,2,3,207,3,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0,0,1094.0694,43
39,1,2,1,0,1,0,1,5,2,222,3,999,1,1,-0.1,93.2,-42.0,4.12,5195.8,0,1,1086.996,43
35,2,2,1,0,1,0,1,0,3,406,2,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0,1,1066.6463,40
48,3,0,2,1,1,0,1,0,2,282,4,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,0,2,1066.6667000000002,53
45,3,0,0,0,0,0,1,8,3,257,2,999,1,1,-1.8,93.075,-47.1,1.41,5099.1,0,0,1066.7805,48
38,4,0,4,0,0,0,0,0,2,127,2,999,0,0,1.1,93.994,-36.4,4.858,5191.0,0,0,1086.6544000000001,46
46,6,1,6,0,1,1,1,5,3,292,2,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,0,2,1086.9828,59
80,5,2,0,0,0,1,1,6,4,720,5,999,1,1,-3.0,92.713,-33.0,0.718,5023.5,0,1,1051.2719,87
65,5,0,6,0,0,0,1,8,2,124,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1066.7790000000002,76
26,4,1,6,0,0,0,1,0,4,199,1,999,1,1,-1.8,92.893,-46.2,1.259,5099.1,0,0,1066.6442000000002,37
29,11,1,1,1,0,1,1,0,1,139,1,999,1,1,-1.8,92.893,-46.2,1.344,5099.1,0,2,1066.6697000000001,42
61,5,0,3,0,1,0,0,3,4,176,2,999,0,0,-2.9,92.201,-31.4,0.869,5076.2,0,1,1061.6012,69
34,2,0,2,0,1,1,1,5,2,102,2,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0,2,1086.996,38
34,6,0,6,0,0,1,0,0,1,234,5,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,1,1086.6538,46
40,3,0,0,0,0,0,1,5,1,181,1,999,1,1,-0.1,93.2,-42.0,4.153,5195.8,0,0,1087.0059,43
38,3,0,2,0,0,0,0,1,0,144,2,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0,0,1094.3120000000001,43
53,2,1,6,0,0,1,1,8,3,586,2,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,0,1,1066.7670000000003,62
45,2,0,6,0,0,0,1,2,2,194,1,13,1,2,-2.9,92.469,-33.6,1.029,5076.2,1,0,1061.7832,53
51,2,0,6,0,1,0,1,5,1,275,2,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,0,1,1087.0059,59
32,2,0,1,0,1,1,1,0,2,231,2,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,0,2,1066.6667000000002,35
41,3,0,0,1,0,0,0,0,4,488,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,1,1086.6541,44
35,2,2,1,0,1,0,1,8,3,285,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,0,1,1066.7670000000003,40
56,3,0,0,0,0,0,0,1,4,11,5,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1094.3402,59
22,1,1,1,0,0,0,1,0,4,51,4,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,0,0,1066.6415000000002,25
35,10,0,6,0,1,0,1,0,2,57,5,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0,1,1066.6508000000001,51
25,6,1,6,0,0,0,1,2,1,125,3,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0,0,1094.0673000000002,38
56,3,2,0,0,0,0,1,5,3,150,1,999,1,1,-3.4,92.649,-30.1,0.714,5017.5,0,0,1050.0387,61
54,2,2,1,0,1,0,1,3,3,131,2,4,1,2,-2.9,92.201,-31.4,0.883,5076.2,1,1,1061.6054,59
39,2,0,2,1,1,1,0,0,1,88,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,3,1086.6538,43
29,3,1,1,0,0,0,0,1,0,203,2,999,0,0,1.4,94.465,-41.8,4.96,5228.1,0,0,1094.3405,34
30,4,1,4,0,0,0,1,3,2,105,4,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,0,1093.8312,39
54,2,0,1,0,1,0,1,0,3,594,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0,1,1066.6646,57
31,2,0,6,0,1,0,1,9,4,232,2,13,1,2,-1.1,94.199,-37.5,0.879,4963.6,1,1,1040.0832,39
35,7,1,2,1,1,0,1,5,1,51,1,999,1,1,-0.1,93.2,-42.0,4.153,5195.8,0,2,1087.0059,45
37,3,0,4,0,0,0,1,8,3,188,1,999,0,0,-1.8,93.075,-47.1,1.435,5099.1,0,0,1066.7880000000002,44
37,2,0,1,0,0,1,1,2,4,354,1,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0,1,1094.0661,40
41,10,0,6,0,1,1,0,2,1,381,4,999,0,0,1.4,93.918,-42.7,4.955,5228.1,0,2,1094.0655000000002,57
46,3,2,3,0,1,0,0,8,1,266,3,999,0,0,-1.8,93.075,-47.1,1.423,5099.1,0,1,1066.7844000000002,54
49,2,1,3,0,1,1,1,5,2,259,2,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0,2,1086.996,55
30,4,1,6,1,1,0,0,0,3,1109,3,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,2,1086.655,41
35,11,0,6,0,1,0,0,0,2,629,2,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0,1,1086.6547,52
28,1,0,1,0,0,0,1,2,1,96,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,0,1094.0676,30
38,6,1,6,0,1,1,1,5,3,186,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,0,2,1086.9828,51
31,3,0,3,1,1,1,1,0,2,87,3,999,1,1,-1.8,92.893,-46.2,1.281,5099.1,0,3,1066.6508000000001,37
35,3,0,3,0,1,0,0,1,1,79,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,1,1094.3408000000002,41
44,2,2,1,0,1,1,1,2,3,75,11,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0,2,1094.0694,49
32,4,1,4,1,2,2,1,3,4,73,4,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,5,1093.8312,41
85,0,0,0,1,1,0,1,8,1,167,1,6,2,2,-1.8,93.749,-34.6,0.642,5008.7,2,2,1048.8071,85
44,1,2,1,1,0,0,0,0,2,220,1,999,0,0,1.1,93.994,-36.4,4.858,5191.0,0,1,1086.6544000000001,48
28,4,1,1,0,0,0,0,0,4,184,2,999,0,0,1.1,93.994,-36.4,4.864,5191.0,0,0,1086.6562000000001,34
27,2,1,5,0,1,0,1,7,0,247,3,6,2,2,-1.8,93.369,-34.8,0.639,5008.7,2,1,1048.6162,35
45,3,0,3,0,0,1,1,8,4,175,3,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,1,1066.7790000000002,51
31,2,1,6,0,0,1,1,1,1,210,1,999,0,0,-2.9,92.963,-40.8,1.262,5076.2,0,1,1062.1001,40
43,4,1,6,0,1,0,1,2,3,534,1,999,0,0,1.4,93.918,-42.7,4.958,5228.1,0,1,1094.0664000000002,54
46,4,2,4,0,0,0,1,0,0,78,1,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,0,0,1066.6397000000002,56
40,1,0,5,1,1,0,0,1,0,99,26,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,2,1094.3408000000002,46
48,1,0,0,0,0,0,1,0,1,1130,4,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,0,0,1066.6697000000001,49
44,4,0,6,0,1,0,1,3,1,231,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0,1,1093.8324000000002,54
55,2,0,1,0,1,0,1,3,4,629,2,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,1,1093.8312,58
33,4,0,6,0,1,0,1,3,0,551,2,999,0,0,-2.9,92.201,-31.4,0.861,5076.2,0,1,1061.5988,43
29,2,1,1,0,1,0,1,5,3,23,2,999,1,1,-0.1,93.2,-42.0,4.076,5195.8,0,1,1086.9828,33
29,4,0,4,0,1,0,1,2,2,332,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,1,1094.0676,37
33,3,0,1,0,1,0,0,0,2,186,1,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,0,1,1066.6667000000002,37
19,11,1,3,0,0,1,0,2,0,567,1,6,2,2,-1.7,94.215,-40.3,0.827,4991.6,2,1,1045.6756000000003,34
34,2,0,6,0,0,0,1,3,0,1238,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1093.8315000000002,42
52,1,0,5,1,0,0,0,0,1,77,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,1,1086.6538,58
41,3,0,0,1,1,0,1,0,1,259,1,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,0,2,1066.6697000000001,44
45,8,0,3,0,0,0,1,3,2,80,1,999,0,0,1.4,93.444,-36.1,4.967,5228.1,0,0,1093.8321,56
49,1,0,1,0,0,0,1,3,0,212,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1093.8315000000002,51
39,10,0,3,0,0,0,0,0,1,157,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1086.6541,52
39,4,0,4,1,1,0,1,3,2,132,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,2,1093.8312,47
39,4,0,4,0,0,0,1,0,3,20,8,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0,0,1066.6646,47
51,3,0,0,1,0,0,1,3,4,102,2,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,1,1093.8318000000002,54
34,2,1,6,0,0,0,1,0,0,283,1,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,0,0,1066.6397000000002,43
53,5,0,1,0,0,0,1,8,2,349,1,999,0,0,-1.8,93.075,-47.1,1.415,5099.1,0,0,1066.7820000000002,59
23,2,1,4,0,0,0,1,2,2,141,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,0,1094.0679,30
74,5,2,1,0,1,1,0,6,0,88,6,999,0,0,-3.0,92.713,-33.0,0.715,5023.5,0,2,1051.271,82
33,3,0,3,1,0,1,0,0,3,113,3,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0,2,1066.6463,39
30,3,0,0,0,1,0,0,2,3,553,6,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,1,1094.0676,33
28,2,1,6,0,0,0,1,2,3,727,2,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0,0,1094.0694,37
28,2,2,6,0,1,0,1,0,3,1148,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0,1,1066.6646,38
22,1,1,1,0,1,1,1,1,0,181,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,0,2,1062.0995,25
39,3,0,3,1,1,0,0,1,1,34,2,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,2,1094.3408000000002,45
54,2,0,3,0,1,1,1,5,0,167,2,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0,2,1087.0173,59
54,6,1,3,0,1,0,0,0,0,224,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,1,1086.6541,64
39,4,1,4,0,0,0,1,2,0,690,3,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0,0,1094.067,48
41,2,1,1,1,1,0,0,1,2,90,4,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0,2,1094.3411,45
38,6,0,6,0,1,0,1,5,3,82,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,0,1,1086.9828,50
49,3,0,4,1,0,0,0,0,0,144,6,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,1,1086.6541,56
45,6,2,6,0,0,0,0,0,0,19,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1086.6541,59
28,4,1,6,0,0,0,1,7,0,392,4,999,0,0,-1.8,92.843,-50.0,1.629,5099.1,0,0,1066.7302000000002,39
31,1,1,4,0,1,0,0,1,4,202,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,1,1094.3402,37
53,10,0,3,1,1,0,1,3,1,1282,5,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,2,1093.8318000000002,66
43,6,0,4,0,0,0,1,5,1,42,1,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,0,0,1087.0059,53
55,4,0,3,0,1,0,0,1,1,183,2,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,1,1094.3408000000002,62
44,2,2,6,0,0,0,0,1,4,39,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,0,1094.3402,54
39,3,0,2,0,1,0,0,0,2,279,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,1,1086.6541,44
41,1,0,1,0,1,0,1,0,4,97,1,999,1,1,-1.8,92.893,-46.2,1.313,5099.1,0,1,1066.6604000000002,43
33,3,0,3,0,0,0,1,0,4,428,1,999,0,0,-1.8,92.893,-46.2,1.313,5099.1,0,0,1066.6604000000002,39
44,2,0,6,0,1,0,1,2,1,228,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,1,1094.0676,52
39,6,0,6,0,0,1,1,8,4,177,3,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,1,1066.7790000000002,51
30,4,0,4,0,0,1,1,3,2,100,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,1,1093.8315000000002,38
45,4,2,4,0,1,1,1,5,1,124,1,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,0,2,1087.0059,55
40,2,1,4,0,1,0,1,0,1,43,1,999,1,1,-1.8,92.893,-46.2,1.344,5099.1,0,1,1066.6697000000001,47
43,2,0,6,0,0,0,1,8,3,522,4,999,0,0,-1.8,93.075,-47.1,1.406,5099.1,0,0,1066.7793000000001,51
50,3,0,0,0,0,0,1,3,0,123,2,15,1,2,-2.9,92.201,-31.4,0.861,5076.2,1,0,1061.5988,53
26,2,1,0,0,1,1,0,1,1,68,6,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,2,1094.3408000000002,29
59,2,0,5,1,1,0,1,2,4,150,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,2,1094.0676,66
33,2,2,6,0,0,0,1,0,2,699,1,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0,0,1066.6508000000001,43
28,4,1,6,0,1,0,1,0,1,326,1,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0,1,1066.6463,39
42,0,0,1,0,1,0,1,0,3,95,3,999,0,0,-1.8,92.893,-46.2,1.27,5099.1,0,1,1066.6475000000003,43
30,4,1,4,0,0,0,1,3,1,405,3,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1093.8309000000002,39
34,4,0,3,0,0,0,1,5,1,106,1,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,0,0,1087.0059,41
53,0,0,0,0,0,1,1,1,1,263,2,999,0,0,-2.9,92.963,-40.8,1.252,5076.2,0,1,1062.0971,53
39,2,0,1,0,0,0,1,0,1,264,2,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0,0,1066.6463,42
35,1,0,3,1,1,0,0,0,1,181,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,2,1086.6541,39
52,10,0,5,0,1,0,1,5,2,149,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0,1,1086.996,67
31,1,1,6,0,0,0,1,0,0,262,2,999,0,0,-1.8,92.893,-46.2,1.264,5099.1,0,0,1066.6457000000003,39
41,3,0,0,0,1,0,1,2,0,107,2,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0,1,1094.067,44
44,2,2,1,0,1,0,1,3,0,99,2,999,0,0,1.4,93.444,-36.1,4.97,5228.1,0,1,1093.833,49
43,2,0,6,0,1,0,1,1,1,91,1,999,0,0,-2.9,92.963,-40.8,1.262,5076.2,0,1,1062.1001,51
50,9,0,0,1,1,0,1,2,0,511,3,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0,2,1094.067,59
26,3,1,2,1,1,0,1,2,1,126,3,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0,2,1094.0673000000002,32
57,6,0,6,0,1,0,1,3,3,107,4,999,0,0,-2.9,92.201,-31.4,0.883,5076.2,0,1,1061.6054,69
32,4,0,1,1,0,0,1,3,4,40,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,1,1093.8312,37
41,4,1,1,0,1,0,1,0,0,263,3,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,0,1,1066.6397000000002,47
45,2,0,2,0,1,0,0,0,1,114,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,1,1086.6541,49
51,3,0,0,1,0,0,0,0,3,665,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0,1,1086.6535000000001,54
23,7,1,3,0,1,0,1,4,3,238,1,4,1,2,-3.4,92.431,-26.9,0.754,5017.5,1,1,1049.9417,34
30,1,1,3,0,1,0,1,2,2,22,3,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,1,1094.0679,35
70,5,0,0,0,1,0,1,3,1,356,3,6,1,2,-1.7,94.027,-38.3,0.904,4991.6,1,1,1045.6047,75
38,3,0,3,0,1,0,0,1,1,350,3,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0,1,1094.3117000000002,44
39,2,0,1,1,0,0,0,1,3,120,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0,1,1094.3399000000002,42
38,2,0,6,0,1,1,1,2,1,452,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,2,1094.0676,46
52,8,0,6,0,0,0,1,5,2,134,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1086.996,66
30,3,0,3,0,1,0,1,2,2,532,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,1,1094.0676,36
40,8,0,6,0,1,0,1,3,3,155,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,1,1093.8312,54
29,4,1,4,0,1,0,1,4,0,633,2,999,0,0,-3.4,92.431,-26.9,0.731,5017.5,0,1,1049.9348,38
57,3,0,2,0,0,0,1,3,2,433,3,999,0,0,1.4,93.444,-36.1,4.967,5228.1,0,0,1093.8321,62
35,1,0,1,0,0,0,0,0,3,86,4,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1086.655,37
31,4,1,1,0,1,0,1,3,3,170,3,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,1,1093.8312,37
40,10,0,4,1,0,0,0,1,0,66,6,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0,1,1094.3120000000001,54
32,3,0,3,0,1,1,1,0,2,110,4,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0,2,1066.6508000000001,38
32,7,1,1,0,0,1,0,5,3,114,1,999,0,0,-0.1,93.2,-42.0,3.879,5195.8,0,1,1086.9237,41
58,0,0,0,0,1,0,0,1,3,190,1,999,0,0,1.4,94.465,-41.8,4.866,5228.1,0,1,1094.3123,58
35,2,0,1,0,0,0,1,2,2,223,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,0,1094.0679,38
30,3,1,1,0,1,0,0,0,3,399,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,1,1086.655,35
45,3,0,0,1,1,0,0,0,3,116,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0,2,1086.6535000000001,48
47,8,0,6,0,0,0,1,8,0,145,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1066.7790000000002,61
49,3,0,4,0,1,1,1,0,1,121,1,999,1,1,-1.8,92.893,-46.2,1.344,5099.1,0,2,1066.6697000000001,56
35,3,0,2,0,1,0,0,1,3,64,6,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0,1,1094.3399000000002,40
29,2,1,6,0,0,1,0,2,0,1130,8,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0,1,1094.067,38
33,2,0,1,0,1,0,0,1,4,61,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,1,1094.3402,36
33,2,2,6,0,0,0,0,0,2,325,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1086.6541,43
31,2,1,6,0,0,0,1,5,4,85,2,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0,0,1086.9663,40
83,0,2,0,0,1,0,1,2,1,667,2,3,1,2,-1.7,94.215,-40.3,0.797,4991.6,1,1,1045.6666000000002,85
52,4,1,4,0,1,0,1,3,3,365,5,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0,1,1093.8324000000002,61
33,1,1,1,0,1,0,1,5,3,100,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,0,1,1086.9828,36
32,11,1,6,0,1,0,0,1,2,209,12,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0,1,1094.3411,50
29,1,0,1,1,1,1,1,5,3,129,4,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,0,3,1086.9828,31
32,8,1,6,0,1,0,1,3,4,118,5,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,1,1093.8318000000002,47
